,x1,x2
0,-1.0,1.0
1,0.20000000000000018,-0.6
2,-0.19999999999999996,-0.19999999999999996
3,0.20000000000000018,0.20000000000000018
4,-0.19999999999999996,0.20000000000000018
5,-1.0,1.0
6,0.20000000000000018,0.20000000000000018
7,0.20000000000000018,0.20000000000000018
8,-1.0,-1.0
9,0.20000000000000018,-0.6
10,0.6000000000000001,-0.19999999999999996
11,0.20000000000000018,-0.6
12,0.20000000000000018,0.20000000000000018
13,0.20000000000000018,0.20000000000000018
14,0.20000000000000018,-0.19999999999999996
15,0.20000000000000018,-0.6
16,-0.19999999999999996,-0.19999999999999996
17,0.20000000000000018,0.20000000000000018
18,0.20000000000000018,0.20000000000000018
19,0.6000000000000001,0.6000000000000001
20,0.20000000000000018,-0.19999999999999996
21,-1.0,1.0
22,0.6000000000000001,0.6000000000000001
23,0.20000000000000018,-0.6
24,0.20000000000000018,-0.6
25,0.20000000000000018,-0.6
26,0.20000000000000018,-0.6
27,0.20000000000000018,-0.6
28,0.20000000000000018,-0.6
29,0.20000000000000018,-0.6
30,0.20000000000000018,0.20000000000000018
31,0.20000000000000018,-0.6
32,0.20000000000000018,-0.6
33,0.20000000000000018,-0.6
34,0.20000000000000018,-0.6
35,0.20000000000000018,-0.6
36,0.20000000000000018,-0.6
37,0.20000000000000018,-0.6
38,-0.19999999999999996,-0.19999999999999996
39,-0.19999999999999996,1.0
40,0.20000000000000018,-0.6
41,0.20000000000000018,0.20000000000000018
42,-1.0,1.0
43,0.6000000000000001,0.6000000000000001
44,1.0,-0.19999999999999996
45,0.20000000000000018,0.20000000000000018
46,0.20000000000000018,-0.6
47,0.20000000000000018,-0.6
48,0.20000000000000018,-0.6
49,0.20000000000000018,-0.6
50,-0.6,-0.19999999999999996
51,-1.0,-0.19999999999999996
52,0.6000000000000001,-0.19999999999999996
53,0.20000000000000018,0.20000000000000018
54,0.20000000000000018,-0.6
55,0.20000000000000018,0.20000000000000018
56,0.20000000000000018,-0.6
57,0.20000000000000018,-0.6
58,-0.19999999999999996,1.0
59,0.20000000000000018,-0.6
60,0.20000000000000018,-0.6
61,-1.0,1.0
62,0.20000000000000018,0.20000000000000018
63,0.20000000000000018,-0.6
64,-0.6,0.6000000000000001
65,0.20000000000000018,-0.6
66,0.20000000000000018,-0.6
67,-0.19999999999999996,-0.19999999999999996
68,0.20000000000000018,0.20000000000000018
69,0.20000000000000018,0.20000000000000018
70,0.20000000000000018,-0.6
71,0.20000000000000018,0.20000000000000018
72,0.20000000000000018,0.20000000000000018
73,0.20000000000000018,0.20000000000000018
74,0.20000000000000018,0.20000000000000018
75,0.20000000000000018,0.20000000000000018
76,0.20000000000000018,0.20000000000000018
77,0.20000000000000018,0.20000000000000018
78,0.20000000000000018,0.20000000000000018
79,0.20000000000000018,-0.6
80,-1.0,-1.0
81,0.20000000000000018,-0.6
82,0.20000000000000018,-0.6
83,0.20000000000000018,-0.6
84,0.20000000000000018,-0.6
85,-0.19999999999999996,-0.19999999999999996
86,0.20000000000000018,-0.6
87,-0.19999999999999996,-0.19999999999999996
88,0.20000000000000018,-0.6
89,-1.0,-0.6
90,0.20000000000000018,-0.6
91,0.6000000000000001,-0.19999999999999996
92,0.20000000000000018,0.20000000000000018
93,0.20000000000000018,-0.19999999999999996
94,0.20000000000000018,-0.6
95,0.20000000000000018,-0.6
96,-0.19999999999999996,0.20000000000000018
97,0.20000000000000018,0.20000000000000018
98,0.20000000000000018,0.20000000000000018
99,0.20000000000000018,0.20000000000000018
100,0.20000000000000018,-0.19999999999999996
101,0.20000000000000018,0.20000000000000018
102,0.20000000000000018,-0.6
103,-1.0,-0.6
104,-1.0,-0.19999999999999996
105,-1.0,-0.6
106,0.20000000000000018,0.20000000000000018
107,0.20000000000000018,0.20000000000000018
108,0.20000000000000018,0.20000000000000018
109,0.20000000000000018,0.20000000000000018
110,0.20000000000000018,0.20000000000000018
111,-0.19999999999999996,-0.19999999999999996
112,0.20000000000000018,-0.6
113,-0.19999999999999996,0.20000000000000018
114,0.6000000000000001,1.0
115,0.20000000000000018,-0.6
116,-0.19999999999999996,-0.19999999999999996
117,1.0,-0.19999999999999996
118,0.20000000000000018,-0.6
119,0.20000000000000018,-0.6
120,0.20000000000000018,-0.6
121,-1.0,-0.6
122,0.20000000000000018,-0.6
123,-0.6,-0.6
124,0.20000000000000018,-0.6
125,0.20000000000000018,0.20000000000000018
126,0.20000000000000018,0.20000000000000018
127,0.20000000000000018,0.20000000000000018
128,0.20000000000000018,0.20000000000000018
129,0.20000000000000018,0.20000000000000018
130,0.20000000000000018,-0.6
131,0.20000000000000018,-0.6
132,0.20000000000000018,0.20000000000000018
133,0.20000000000000018,0.20000000000000018
134,-0.19999999999999996,-0.19999999999999996
135,0.20000000000000018,-1.0
136,0.20000000000000018,0.6000000000000001
137,0.6000000000000001,1.0
138,0.20000000000000018,-0.6
139,0.20000000000000018,-0.6
140,0.20000000000000018,-0.6
141,0.20000000000000018,-0.6
142,0.20000000000000018,-0.6
143,0.20000000000000018,-0.6
144,-0.19999999999999996,-0.19999999999999996
145,-0.19999999999999996,-0.19999999999999996
146,-0.19999999999999996,-0.19999999999999996
147,0.20000000000000018,-0.6
148,0.20000000000000018,-0.6
149,0.20000000000000018,-0.6
150,0.20000000000000018,-0.6
151,0.20000000000000018,-0.6
